# drift noise B nondectime
Japan,FY457,4.424746,1.176905,0.601943,0.360373
Japan,GA053,4.352894,1.133531,0.614762,0.217696
Japan,goopy,4.688101,1.021359,0.524212,0.324331
Japan,HA057,5.0, min,1.317938,0.5, min,0.292889
Japan,HH467,4.835184,1.413753,0.560710,0.334042
Japan,HI422,4.353434,0.775355,0.506739,0.297215
Japan,HK264,4.849098,0.783820,0.506892,0.301861
Japan,HK930,5.0, min,1.135023,0.5, min,0.352754
Japan,HM555,4.969607,1.129652,0.510821,0.275132
Japan,HN332,5.0, min,0.5, min,0.953245,0.236257
Japan,JO421,4.192581,0.685016,0.558475,0.303915
Japan,k71k5,4.628189,0.587820,0.725690,0.306583
Japan,KA052,4.264647,1.187648,0.615643,0.284077
Japan,KK791,4.672263,1.125386,0.513967,0.257827
Japan,KM136,4.806297,0.782650,0.504661,0.267036
Japan,KT883,3.892765,0.850113,0.776931,0.317468
Japan,KU464,4.951043,1.138042,0.610614,0.301682
Japan,KY5084,4.343580,0.764221,0.776129,0.325790
Japan,MA131,5.0, min,0.985114,0.5, min,0.378999
Japan,MD726,3.805888,0.600689,1.668118,0.108730
Japan,ME102,2.407804,1.025715,1.578518,0.239856
Japan,MI007,5.0, min,0.5, min,1.365817,0.179673
Japan,MI025,4.936263,0.5, min,1.289194,0.258236
Japan,MI175,4.140535,0.778085,0.541626,0.316595
Japan,MK326,3.614140,0.917377,0.849075,0.379425
Japan,MK344,4.751241,0.538723,0.891771,0.230391
Japan,MK809,4.732511,0.583840,1.476393,0.219574
Japan,MM012,4.894379,1.116172,0.956335,0.283018
Japan,mm0123,4.406740,1.158111,0.646088,0.303951
Japan,MM268,4.714449,0.930480,0.553043,0.322747
Japan,MO025,3.878039,1.066628,0.731441,0.299192
Japan,MS061,3.837201,0.690789,0.891048,0.378839
Japan,MS062,4.165013,0.607561,0.673783,0.279436
Japan,MT550,4.943704,0.5, min,0.845703,0.222730
Japan,na0230,4.902627,0.539903,1.281050,0.202006
Japan,NA369,4.840650,0.531682,0.931039,0.246637
Japan,NA555,4.545876,1.608656,1.066943,0.320669
Japan,NK031,4.942903,1.527621,0.503369,0.355318
Japan,NK100,4.558026,0.894799,0.605382,0.282715
Japan,nmhj0657,4.662931,1.201281,0.582564,0.318799
Japan,NR889,4.751234,0.506026,1.053981,0.252074
Japan,NT539,4.437902,1.030814,0.578088,0.329285
Japan,OA294,3.779115,1.895119,1.242829,0.402992
Japan,OF530,4.038799,1.386969,1.840842,0.240808
Japan,OS540,2.454701,0.526799,1.579083,0.106018
Japan,ptrdtr16,4.989597,0.506145,1.419758,0.214553
Japan,RAG555,5.0, min,0.974723,0.5, min,0.363545
Japan,RI061,4.052394,0.761850,0.562407,0.327827
Japan,RJ582,4.595662,2.277191,0.848341,0.274483
Japan,RK599,4.718769,1.058685,0.522511,0.311354
Japan,RK812,4.538002,0.617852,0.573650,0.281809
Japan,RR022,4.996764,0.720145,1.171036,0.197003
Japan,SH654,4.990084,1.073019,0.633027,0.390825
Japan,SK338,4.885955,1.028781,0.558325,0.366484
Japan,SK520,4.344018,1.321336,0.552811,0.312905
Japan,SK670,4.733137,0.751261,0.506380,0.283459
Japan,SM475,1.713846,1.392272,0.722766,0.252555
Japan,SN729,4.462774,0.594733,0.512074,0.324052
Japan,sr112,4.888553,2.015471,1.071225,0.257267
Japan,st001,4.493360,1.050967,0.682348,0.308465
Japan,td519,5.0, min,0.935574,0.5, min,0.333509
Japan,TES020,4.417416,0.554623,1.935934,0.169101
Japan,TF28,4.061133,1.466206,0.570858,0.327198
Japan,TI152,5.0, min,0.5, min,0.568444,0.284626
Japan,TK000,4.877682,0.999087,0.519387,0.280844
Japan,TK132,3.680374,0.892088,0.752539,0.358996
Japan,TK257,4.843195,0.649966,0.704523,0.265362
Japan,TK688,5.0, min,0.765320,0.5, min,0.283175
Japan,TM805,4.166321,1.144140,0.658646,0.268845
Japan,TO188,4.955252,0.811731,0.504230,0.330006
Japan,TO321,4.961466,0.5, min,1.165314,0.182022
Japan,TS102,4.997181,0.5, min,0.694941,0.299523
Japan,TS337,4.783593,1.073385,0.607916,0.321742
Japan,TS407,3.693603,0.861130,0.611384,0.320572
Japan,TS991,5.0, min,0.982267,0.5, min,0.345701
Japan,TY564,4.290326,2.344028,0.642957,0.277270
Japan,TY981,3.218089,0.651664,0.564708,0.320173
Japan,US592,4.990147,0.565060,1.525280,0.217230
Japan,WHHN26,4.977626,1.346156,0.588878,0.307078
Japan,WR1085,4.963842,0.512851,0.861959,0.270610
Japan,XEN841,5.0, min,1.246804,0.5, min,0.308479
Japan,YA146,5.0, min,1.062048,0.5, min,0.334442
Japan,yk0001,4.325847,1.027731,0.813600,0.312780
Japan,ymt761,4.818583,1.014890,0.505634,0.343181
Japan,YN639,4.703586,1.021212,0.737127,0.403968
Japan,YN904,4.012419,0.518706,0.638885,0.287653
Japan,YO870,4.165252,0.731069,0.545792,0.347138
Japan,YO889,5.0, min,0.5, min,0.862474,0.255278
Japan,YS272,5.0, min,0.5, min,0.625182,0.274052
Japan,YUK0021,4.261728,1.047539,0.559515,0.341806
Japan,YW116,4.694086,0.605488,0.731194,0.292018
Scotland,559cdad9fdf99b66f54b7794,4.974425,0.713203,0.612435,0.323082
Scotland,55c48f75fdf99b2899e070e4,3.774798,2.105924,1.039050,0.355357
Scotland,56cb996cedf8da000b6e2402,4.909546,0.862816,0.648474,0.343539
Scotland,56f99190895094000b922acf,4.733897,0.512346,1.380720,0.222366
Scotland,578bb26f6cc44500010448c8,4.544102,0.845519,0.910106,0.382007
Scotland,58aaff6ff6cc2100012b1130,3.743594,0.839817,0.588727,0.376558
Scotland,58c3d3caabafb2000142055f,4.485987,0.969626,0.547644,0.385827
Scotland,58d43fb77c08be0001c24830,4.356176,1.409579,1.329504,0.372771
Scotland,58d8e8ac58d78900016eada5,4.970907,1.689759,0.696815,0.345376
Scotland,5981aaa77b7b850001fa5600,4.241731,0.807194,0.534568,0.421760
Scotland,59906c57b2bf030001c4f1ce,4.808629,0.578983,1.847596,0.123813
Scotland,5992edfc3ae1c8000110610b,4.963432,0.674072,0.705177,0.266426
Scotland,599a9252bbe848000179676e,4.972131,0.627970,0.589552,0.366021
Scotland,59ce7068a5bbdd0001bf46dc,4.359167,1.201203,1.198173,0.422583
Scotland,59d7860ccfaf74000161142b,3.921267,0.789529,0.629036,0.326622
Scotland,5a496776f7b7bc00014e1150,3.034238,0.824135,0.552151,0.309286
Scotland,5a801dd00f1bce000121f587,4.363461,0.597383,1.347651,0.277654
Scotland,5ae870c64357bd0001c57edd,5.0, min,0.938664,0.5, min,0.337622
Scotland,5aec1707c09cd900015d7408,4.771250,1.902738,1.022061,0.272452
Scotland,5b200bbd325d600001c041c0,4.923665,1.320113,0.673377,0.355167
Scotland,5b61d7e48de04c000171cfb9,4.693843,1.411784,0.886998,0.318732
Scotland,5b99663d4cefb60001e7a214,3.902845,1.026260,0.556804,0.340803
Scotland,5bb756696322c5000159756c,3.800102,0.961228,0.914596,0.284102
Scotland,5bdc4ebb1d6f32000183476a,4.645668,0.652941,1.016606,0.363088
Scotland,5be8ad54d722c400015dffe7,4.767490,2.117294,1.602982,0.491849
Scotland,5beecf340431f3000193c926,4.461414,1.406655,0.582292,0.350248
Scotland,5bf4123e840310000124cfca,4.719587,0.875981,1.567733,0.375178
Scotland,5bf44a04d7e7a70001d7a672,4.935592,0.674755,0.805280,0.308845
Scotland,5c3a4af7d1d0f9000166aca3,4.671197,1.411273,1.576049,0.363219
Scotland,5c5f2824ee8ba600013384ef,5.0, min,0.676521,0.5, min,0.297283
Scotland,5c62a433a13d980001fe7115,5.0, min,0.5, min,1.641771,0.151658
Scotland,5c6c08c5d9c1580001ce9aab,2.966483,3.282522,1.873824,0.410862
Scotland,5c73a9d92dfbdb0001b95375,4.750011,1.793160,1.224368,0.230484
Scotland,5c742ed3b80b460016bd0361,5.0, min,0.5, min,0.943117,0.302088
Scotland,5c7e019bbd99f10015b7a23f,4.908425,1.280681,0.987459,0.314591
Scotland,5c7fb04093cdce00160adf49,4.972607,1.313624,0.960548,0.248287
Scotland,5c82a5b5c2ceec0017199b48,4.661690,0.855821,0.510843,0.309001
Scotland,5c8ebaed13e167000176428f,4.602649,0.911422,0.590034,0.335581
Scotland,5c9cead251ef7600154d4c60,2.921268,0.500812,1.949385,0.497384
Scotland,5c9e010f7706ba001215deb1,4.836830,1.050616,0.500000,0.381143
Scotland,5ca8b99bc4a6820001836050,4.192346,1.337561,0.883883,0.338720
Scotland,5cb9051d43630e00018afa56,4.692423,1.161665,0.513140,0.296773
Scotland,5cbee08db4b8d300019a4227,4.319089,1.162070,0.567489,0.360520
Scotland,5cc1ab391d41b7001ba776ec,4.293457,1.164959,0.859170,0.261615
Scotland,5ce317ff4c6a04001cbcc43e,5.0, min,0.5, min,0.984251,0.223924
Scotland,5cf806142780ca001a9d5cee,4.847807,0.950264,0.753017,0.373343
Scotland,5d0cc42ddac0a8001a3fa79d,4.316758,0.706298,1.917836,0.185375
Scotland,5d352f8bb02857001963539a,5.0, min,1.103320,0.5, min,0.334398
Scotland,5d38a80591f50b0001727252,4.476972,1.331002,0.752832,0.294247
Scotland,5d4310bbd8e961001b825ca4,4.998693,0.891233,0.544378,0.335125
Scotland,5d4a97c52368a9001979f82d,4.055996,1.348305,0.807274,0.271727
Scotland,5d53b4f0147a7d00195aaefd,4.118542,1.020982,0.735830,0.331237
Scotland,5d53be7ddaac02001566b548,4.764682,1.273484,0.652280,0.299728
Scotland,5d53c753cdaa7a000101dd14,3.509090,1.100235,0.739488,0.339804
Scotland,5d5d4e64f3a4660018e71d8d,5.0, min,0.5, min,1.139390,0.184601
Scotland,5d63bd330052e900015868d2,4.758212,0.998306,0.524810,0.373483
Scotland,5d90919e1d2ab50017f73ffe,4.949639,1.235003,0.736707,0.301676
Scotland,5d92e1b93bb38f0017128043,4.983174,1.093363,0.643284,0.305468
Scotland,5dab79a5525a7600139cd31e,4.698868,1.307303,0.741750,0.344904
Scotland,5db31089a1f8d3000c10a6c5,4.419852,1.466237,0.794666,0.352154
Scotland,5db8a4f15f7e1a000a20d09c,4.590992,1.688220,1.130629,0.276880
Scotland,5dbf261c3b89f23ccd3007af,4.346599,0.952109,0.538729,0.274126
Scotland,5dc151136bba9b0b6d979aa8,5.0, min,0.5, min,1.213964,0.283389
Scotland,5dc2a22db3e5c21c36f63df2,4.351029,0.733652,1.003057,0.371928
Scotland,5dc597a98499c540c815ccd5,4.515057,1.600903,0.603143,0.302531
Scotland,5dd03960848b0f121115d9ff,4.912185,0.524372,1.575133,0.108705
Scotland,5dd05d80b2204f1487f7812c,4.691899,0.911443,0.539898,0.252477
Scotland,5e0df69e6f6d3e5342ba6d24,3.078239,0.699921,0.536127,0.328086
Scotland,5e122c6d6887bc8b881c4426,4.140423,1.167341,0.603244,0.412997
Scotland,5e25bb2adb62ba80c1c8571a,4.929999,1.082013,0.868088,0.284753
Scotland,5e5ec1f9e1d5ae0ad29a8974,4.886529,1.072842,0.500493,0.307849
Scotland,5e6dff952691b23a60e2236d,4.265088,1.044743,0.5, min,0.300541
Scotland,5eb57b5f121d85413f183603,4.720508,1.260264,0.806262,0.335094
Scotland,5ec694f41f0d0807e4385e50,3.269737,0.914302,0.5, min,0.277191
Scotland,5ec7daede3ca77255864b100,4.646730,0.951461,0.570515,0.461844
Scotland,5ec9c8ac6c15054fe7508271,4.833754,0.512737,0.851870,0.281133
Scotland,5ecd36302b4d3c05d4cc1ba2,4.930300,0.763451,0.551295,0.384208
Scotland,5ece79f8b7ffe109bd488629,4.464381,0.866168,0.527044,0.305678
Scotland,5ed27aa7d793c91ed2b5b3bb,4.781308,1.019854,0.520317,0.337381
Scotland,5ed61fc5e23211025173583e,3.310572,1.192573,0.642673,0.266323
Scotland,5edfeebaecf5a0318788d731,4.938953,0.500964,1.226290,0.234720
Scotland,5ee39beb9a95ae03616febfd,4.607915,0.654776,0.536253,0.352603
Scotland,5eeb5c643182742c81f20cb7,4.868213,0.5, min,0.944432,0.280108
Scotland,5eee8e0f64dd261036cd7637,4.788409,0.640029,1.560010,0.187774
Scotland,5ef0fcea28006f6b24913b02,4.930883,1.054911,1.211310,0.271817
Scotland,5efb3cfd9ecd9606a6c42628,3.662472,1.203647,0.731912,0.327107
Scotland,5efca06ea4c2790569c6acd4,4.904114,1.302094,0.736929,0.336295
Scotland,5f0766baa1aa2f12767758cd,4.694344,1.286465,0.891260,0.393506
Scotland,5f0bb0a18bf36931d16e58cc,4.802372,1.588769,0.547470,0.348395
Scotland,5f0c8cfb134b8f1010cba857,4.933348,1.087165,0.539843,0.337291
Scotland,5f0c9a9c5360b60f4118e168,3.615001,0.516557,0.860184,0.372408
Scotland,5f0cc9e346422616e8397c44,4.827591,0.737710,1.015675,0.309438
Scotland,5f0db2c89f0cbc043d3f06b8,3.679408,1.372458,0.598925,0.286860
Scotland,5f0f2119bc44f507bdbce820,3.877278,0.962803,0.687052,0.350787
Scotland,5f128dcf59ad091ee1d084ae,3.285844,0.676071,0.928571,0.267296
Scotland,5f1594065b06710629a4c197,4.387170,1.030194,0.695244,0.286704
Scotland,5f24978b3b9626088ac0eeb7,4.319601,0.713067,1.158229,0.198964
Scotland,5f27f163a848900559c65ec2,4.739300,1.006588,0.825414,0.367589
Scotland,5f2efc6127d9ef108a1b41bd,3.648240,1.753240,1.141121,0.297155
Scotland,5f37ea7ccee6b328b7bbed2b,4.633219,0.856471,0.617141,0.333216
Scotland,5f3ed5ec2e6b84178b699d47,3.561637,0.566770,0.737496,0.241525
Scotland,5f4eae624562c70dbee13cd2,4.826072,1.427039,0.707411,0.342158
Scotland,5f518dfe8c2b9c3d8725bbc0,4.585207,1.133851,0.734307,0.342626
Scotland,5f5634241dd5b50165a94243,4.626127,0.727076,0.991312,0.256449
Scotland,5f5899136db0c00116d2c9a5,4.984413,1.219178,0.858534,0.337428
Scotland,5f5942abe280e617477ff75f,3.959516,0.917801,0.642752,0.293898
Scotland,5f634458d1d93d2bd7dd080c,4.711360,1.276414,0.861700,0.366777
Scotland,5f6ba6c02e4b9c0f364b990e,3.697845,0.656884,1.425998,0.285446
Scotland,5f85698002d58300092ad794,4.405459,1.138507,0.713803,0.382472
Scotland,5f8c84c12fb2023fc8be5b2d,4.517069,1.148965,0.644711,0.331773
Scotland,5f8f19829dcc6311d1030af8,3.801646,1.401031,0.886642,0.258861
Scotland,5f99104474aa880009b64318,4.785017,1.100909,1.943835,0.239906
Scotland,5f9af2b59663012971efbc9f,4.768502,1.168290,0.662752,0.275250
Scotland,5fb3eac8b39b0a0008124fd8,3.967836,0.504529,1.835512,0.143694
Scotland,5fc1318f2e8c1e12580be1b3,4.528326,1.370130,1.016933,0.319900
Scotland,5fc3c59410d93370c5068d04,4.827267,0.537313,1.497079,0.150456
Scotland,5fc8d127db88a129e6d0130a,4.080269,0.852693,0.620869,0.348176
Scotland,5fcbb3066829ff1a601fe080,4.075629,1.232766,1.126885,0.287001
Scotland,5fcbb8a85532db1950cc566c,4.487900,1.904441,0.922564,0.250126
Scotland,5fd372b50f0d870555def32c,3.485698,0.863588,0.559270,0.275851
Scotland,5fd52eb8251e2535a66e2c19,4.256518,1.119184,0.805865,0.354923
Scotland,5fdd3504eedad33db10867b5,4.425632,0.5, min,1.907744,0.110746
Scotland,5febeacd8422b4860fdee406,4.694316,1.255539,0.527207,0.356249
Scotland,5fedf28ae66d7f0841b007e0,4.710044,1.229167,0.526328,0.347114
Scotland,5feef27983f6af185c8b3e4c,2.656187,1.782442,1.899806,0.222154
Scotland,5ff741c7461d993a1deb39bb,4.297093,1.482303,0.852033,0.322077
Scotland,5ffc48d3da4de001e79cb089,4.431334,0.651040,0.671706,0.349467
Scotland,5fff299e8f29266aa6292d0e,3.388377,1.215743,0.684934,0.289205
Scotland,60037969ba585d46ba00103a,4.167391,0.584087,1.850431,0.107832
Scotland,60061a88cef0ed96c3a26e58,4.328842,0.627639,1.142850,0.207373
Scotland,600706b49b5fbb14508d2701,4.747519,0.558593,1.534197,0.186218
Scotland,600da56ba32b104d5c0f6ec2,4.612195,0.892787,0.645633,0.293874
Scotland,6016f0e16f7aec8af4152aa4,3.951117,1.079083,0.668203,0.242164
Scotland,60173c3dd4e20d98d894aa6d,4.191692,0.858089,0.655177,0.270008
