,Country,ID,ACC,RT
0,Japan,KK791,1,388.8900001
1,Japan,KK791,1,393.775
2,Japan,KK791,0,294.93000010000003
3,Japan,KK791,1,355.32999989999996
4,Japan,KK791,1,366.73000010000004
5,Japan,KK791,1,340.79
6,Japan,KK791,1,303.055
7,Japan,KK791,1,260.44999989999997
8,Japan,KK791,1,279.1499998
9,Japan,KK791,1,344.86500010000003
10,Japan,KK791,1,276.55000010000003
11,Japan,KK791,1,289.4000001
12,Japan,KK791,1,305.01
13,Japan,KK791,1,309.0349999
14,Japan,KK791,1,320.72
15,Japan,KK791,1,419.485
16,Japan,KK791,1,428.9199999
17,Japan,KK791,1,408.8249998
18,Japan,KK791,1,352.6900001
19,Japan,KK791,1,371.4099999
20,Japan,KK791,1,449.275
21,Japan,KK791,1,341.9349999
22,Japan,KK791,1,367.94
23,Japan,KK791,1,362.13
24,Japan,KK791,1,349.13
25,Japan,KK791,1,326.9500001
26,Japan,KK791,1,368.33
27,Japan,KK791,1,343.35
28,Japan,KK791,0,349.015
29,Japan,KK791,1,372.77
30,Japan,KK791,1,347.79
31,Japan,KK791,1,354.815
32,Japan,KK791,1,413.33499989999996
33,Japan,KK791,1,381.76
34,Japan,KK791,1,389.1799999
35,Japan,KK791,1,417.05
36,Japan,KK791,0,329.345
37,Japan,KK791,0,317.0150002
38,Japan,KK791,1,297.7349998
39,Japan,KK791,1,354.02000019999997
40,Japan,KK791,1,336.2
41,Japan,KK791,1,324.1049999
42,Japan,KK791,1,315.185
43,Japan,KK791,1,314.275
44,Japan,KK791,1,327.2249999
45,Japan,KK791,1,297.575
46,Japan,KK791,1,335.65
47,Japan,KK791,1,364.025
48,Japan,KK791,1,308.8
49,Japan,KK791,1,331.065
50,Japan,KK791,1,315.04500010000004
51,Japan,KK791,1,347.48
52,Japan,KK791,1,364.7650001
53,Japan,KK791,1,343.85500010000004
54,Japan,KK791,1,321.95999989999996
55,Japan,KK791,1,354.1049999
56,Japan,KK791,1,348.3200001
57,Japan,KK791,1,396.2749999
58,Japan,KK791,1,331.6900001
59,Japan,KK791,1,335.7249999
60,Japan,KK791,1,329.73000010000004
61,Japan,KK791,1,357.0950001
62,Japan,KK791,1,373.1849999
63,Japan,KK791,1,330.7100001
64,Japan,KK791,1,330.665
65,Japan,KK791,1,363.7050001
66,Japan,KK791,1,363.90499980000004
67,Japan,KK791,1,358.8999999
68,Japan,KK791,1,372.16
69,Japan,KK791,1,377.2450001
70,Japan,KK791,1,372.04500010000004
